county,state,msa,pmsa,pop.density,pop,pop.change,age6574,age75,crime,college,income,farm,democrat,republican,Perot,white,black,turnout
Nevada,AR,,,16,10101,-10.3999996185,9.6000003815,8.6999998093,1197,9.8000001907,22304,4.9000000954,56.7999992371,30.7999992371,11.5,67.8744659424,31.6404323578,39.0852394104
Newton,AR,,,9,7666,-1.3999999762,8.8999996185,6.0999999046,414,6.8000001907,18000,7.8000001907,42.5999984741,41.7000007629,14.6999998093,98.9042510986,0,54.0568733215
Ouachita,AR,,,40,30574,-3.2999999523,8.8999996185,7.5999999046,4908,12.1999998093,26777,0.8999999762,59.7000007629,29.8999996185,10,64.4403762817,35.1246147156,40.6063957214
Perry,AR,,,15,7969,14.8999996185,9.8999996185,6.3000001907,1716,6.1999998093,21954,5.1999998093,54.4000015259,33.2000007629,11.8000001907,97.6283111572,1.4932864904,43.9703865051
Phillips,AR,,,41,28838,-19.2000007629,8.1000003815,7,5417,9.1999998093,16259,3.2000000477,65.5999984741,27.3999996185,6.4000000954,44.7846603394,54.6258392334,34.111240387
Pike,AR,,,17,10086,-3.7999999523,10.1000003815,8.1999998093,354,8.5,22454,6.9000000954,51.2000007629,37.2999992371,11.1999998093,95.3896484375,3.7477691174,41.9591522217
Poinsett,AR,,,32,24664,-9.6000003815,8.6999998093,6.5999999046,2371,5.5999999046,20629,3.2999999523,62.2999992371,28.2999992371,8.8999996185,92.4302597046,7.1886148453,34.7510528564
Polk,AR,,,20,17347,3.2999999523,10.3000001907,9,2148,9.8999996185,21306,7.1999998093,43.7999992371,38.2000007629,17,98.2014160156,0,41.6037368774
Pope,AR,,,59,45883,23.1000003815,6.9000000954,5.5,3465,14.6999998093,26287,2.0999999046,43.0999984741,45.0999984741,11.1000003815,96.1706924438,2.4606063366,38.9294509888
Prairie,AR,,,14,9518,-8.8000001907,9.3999996185,7.1999998093,1635,7.1999998093,21658,9.1999998093,59.7999992371,29.2000007629,11,85.8373641968,13.595293045,41.5633544922
Pulaski,AR,4400,,458,349660,3.7999999523,6.5999999046,4.9000000954,12015,23.5,32638,0.1000000015,58,34.9000015259,6.4000000954,72.2284469604,26.368473053,39.1686210632
Randolph,AR,,,26,16558,0.6999999881,9.5,7.6999998093,1359,7.9000000954,19986,3.2000000477,62.0999984741,28,9.1999998093,98.5747070313,0.8817489743,38.1326255798
St. Francis,AR,,,45,28497,-8.5,7.4000000954,6,7140,8.5,18376,2.5,61.5999984741,30.8999996185,7.1999998093,51.6615791321,47.447101593,37.3197174072
Saline,AR,4400,,93,64183,26.2000007629,6.6999998093,4.4000000954,3531,11.8999996185,31855,0.6999999881,49.4000015259,39.4000015259,10.6999998093,96.9337692261,2.1002445221,39.9809913635
Scott,AR,,,12,10205,7.0999999046,8.8000001907,8,1632,5.9000000954,20195,9.6000003815,48.7999992371,37.2000007629,13.3999996185,98.3341522217,0.0097991182,44.7035751343
Searcy,AR,,,11,7841,-14.5,10.8999996185,8.8999996185,581,7.5,16855,8.1000003815,42.0999984741,44.5,12.6000003815,98.8394317627,0.0255069509,50.8098449707
Sebastian,AR,2720,,189,99590,6.5,7.8000001907,6.1999998093,7193,14.6000003815,29066,0.8999999762,41.7999992371,42.4000015259,15.1999998093,89.0842437744,5.6893262863,39.8222694397
Sevier,AR,,,25,13637,1.3999999762,8.8000001907,7.5999999046,3627,7.1999998093,23287,4.5,51,31.7999992371,12.8000001907,88.5898666382,5.7710638046,36.7456169128
Sharp,AR,,,25,14109,1.7999999523,15.5,11.6000003815,1152,8.6999998093,19851,4.4000000954,52.2999992371,34.5,12.8000001907,98.575378418,0.4677865207,51.0029067993
Stone,AR,,,17,9775,12.5,10.1000003815,7.3000001907,639,9.3999996185,18825,9.1000003815,52,33.2000007629,13.8000001907,99.0997467041,0.0818414316,51.5498733521
Union,AR,,,45,46719,-4.3000001907,9,7.5999999046,4478,12.6999998093,26007,0.8999999762,47.2999992371,39.2999992371,10.3000001907,69.3807678223,30.0969619751,39.7696876526
Van Buren,AR,,,20,14008,6.5999999046,15.1000003815,8.6999998093,2144,10.5,20776,5.5,51.9000015259,35.5,12.1000003815,98.8363800049,0.2926898897,52.5485420227
Washington,AR,2580,,126,113409,19.6000003815,6.3000001907,4.9000000954,5350,20,28270,3.9000000954,46,42.4000015259,11.1000003815,95.8856887817,1.4778368473,42.2188720703
White,AR,,,55,54676,11.6000003815,8.1000003815,6.5999999046,3567,10.8999996185,23562,3.0999999046,48.7000007629,39.5999984741,11,96.0366516113,3.1147122383,39.4377784729
Woodruff,AR,,,16,9520,-18,9.3000001907,8.3000001907,770,7.5,18149,2.2999999523,74.0999984741,19.2999992371,6.5,68.2983169556,31.4180679321,36.712184906
Yell,AR,,,19,17759,5.9000000954,9.3000001907,7.1999998093,2551,7.4000000954,22803,6.0999999046,54.5,32.7999992371,12.3000001907,96.6946334839,2.0890815258,43.0373344421
Alameda,CA,7362,5775,1773,1279182,18.2999992371,6.1999998093,4.4000000954,8220,28.7999992371,45037,0,63,20.6000003815,15.3999996185,59.5548553467,17.9215316772,41.444065094
Alpine,CA,,,2,1113,4.1999998093,4.3000001907,3.2000000477,7130,24,29276,0,34.0999984741,35.2000007629,29.5,72.4168930054,0.5390835404,56.6936225891
Amador,CA,,,54,30039,65,10.8999996185,6.6999998093,2588,14,35062,1.3999999762,34.2000007629,35.5,29.5,89.5302810669,5.5993876457,51.3798713684
Butte,CA,1620,,115,182120,31,10.1000003815,7.1999998093,4808,19.5,28314,1.5,38.2000007629,37.2000007629,23.7999992371,90.7094192505,1.2963979244,46.6802101135
Calaveras,CA,,,35,31998,70.8000030518,11.6000003815,6.0999999046,3313,14.3999996185,32211,1.2999999523,35.2000007629,35.2999992371,28.5,95.6591033936,0.5750359297,53.1001930237
Colusa,CA,,,15,16275,31.6000003815,7.8000001907,5.0999999046,4184,11.1000003815,28230,7.6999998093,31.8999996185,45.9000015259,21.3999996185,76.4485397339,0.5898617506,34.6236572266
Contra Costa,CA,7362,5775,1167,803732,28.1000003815,6.5999999046,4.3000001907,6246,31.6000003815,51651,0.1000000015,50.9000015259,29.5,18.8999996185,76.0207366943,9.2788391113,47.6306762695
Del Norte,CA,,,29,23460,58.5,8,4.9000000954,4009,10,26992,0.6999999881,38.9000015259,33,27.5,86.1466293335,3.6572890282,39.8678588867
El Dorado,CA,6922,6920,81,125995,61,7.6999998093,4.0999999046,4006,20.7999992371,39823,0.8999999762,32.4000015259,39.9000015259,27,94.541847229,0.4809714556,51.4996643066
Fresno,CA,2840,,118,667490,37.0999984741,6.0999999046,4.3000001907,9100,16.8999996185,29970,2.7999999523,42.2000007629,40.7000007629,16.6000003815,63.3476142883,5.0072660446,32.8335990906
Glenn,CA,,,19,24798,19.5,8,6,3417,9.3999996185,27216,10.1000003815,30.2000007629,43.2000007629,25.7999992371,85.3939819336,0.5524638891,35.5512542725
Humboldt,CA,,,34,119118,12.3999996185,7.1999998093,5.0999999046,4718,20,30357,0.8000000119,48.0999984741,30.5,20.6000003815,90.5664978027,0.8059235215,50.3878517151
Imperial,CA,,,31,109303,40,6.5,3.7000000477,7208,9.6999998093,25147,0.8999999762,43.9000015259,38.5,16.7999992371,67.3494796753,2.3988363743,23.1631336212
Inyo,CA,,,2,18281,2.7000000477,10.6999998093,7.8000001907,3735,13.5,30460,0.8000000119,31.7999992371,43.5999984741,23.6000003815,86.3027191162,0.4321426749,46.2994384766
Kern,CA,680,,72,543477,45.7999992371,5.9000000954,3.7999999523,6561,13.3000001907,31714,0.6000000238,33.7999992371,45.0999984741,20.6000003815,69.640296936,5.5441169739,32.9844703674
Kings,CA,,,77,101469,45.5999984741,4.5999999046,3.0999999046,4295,9,27614,2.5999999046,38.9000015259,41.5999984741,19.1000003815,64.2225723267,8.1236629486,25.2796421051
Lake,CA,,,43,50631,47.9000015259,13.8999996185,8.6999998093,5241,10.6999998093,26563,1.6000000238,45.4000015259,28.7999992371,25,91.8133163452,1.8427445889,45.84740448
Lassen,CA,,,6,27598,29.7000007629,6.5,3.7999999523,2158,11.6999998093,31803,3.5,32.7000007629,37,29,87.7418670654,6.2287120819,37.5461997986
Los Angeles,CA,4472,4480,2230,8863164,21.1000003815,5.6999998093,4,7614,22.2999992371,39035,0,52.5,29,17.7000007629,56.8093185425,11.2033805847,31.0656890869
Madera,CA,2840,,46,88090,56.9000015259,7.5,4.8000001907,4791,11.6999998093,30246,4.4000000954,35.9000015259,43.2000007629,20.3999996185,71.9366531372,2.8311953545,34.3342018127
Marin,CA,7362,7360,450,230096,5,7.3000001907,5,4028,44,59157,0.3000000119,58.2999992371,23.2999992371,17.6000003815,88.7142791748,3.5515611172,56.8054199219
Mariposa,CA,,,11,14302,38.0999984741,11.1999998093,6.3000001907,3418,16.7999992371,29468,1.7999999523,36.5,36,26.7000007629,92.441619873,0.8530275226,57.942943573
Mendocino,CA,,,23,80345,22.3999996185,8,5.5,3163,17.7999992371,31276,2.5999999046,50.2000007629,21.7999992371,26.7000007629,89.645904541,0.6310287118,45.4763832092
Merced,CA,4940,,98,178403,40.5,5.6999998093,3.5,4715,12,28269,5,40.9000015259,36.5,22.1000003815,67.4203872681,4.7773861885,27.6250953674
Modoc,CA,,,2,9678,14,10.3000001907,6.5999999046,2338,11.1999998093,27407,7.0999999046,32.2000007629,39,27.3999996185,90.9588775635,0.8059516549,47.7887992859
Mono,CA,,,3,9956,16.1000003815,4.0999999046,2.0999999046,5225,21.8999996185,35932,0.8000000119,34.2000007629,36.0999984741,28.7000007629,92.6978683472,0.4319003522,43.7424659729
Monterey,CA,7120,,111,355660,26.7999992371,5.8000001907,4,4922,21.5,36223,1,47,31.2000007629,21,63.8272514343,6.4243941307,32.8091430664
Napa,CA,7362,8720,150,110765,14.1000003815,9,7.5,4472,22.2999992371,42789,1.7999999523,45.2999992371,29.2999992371,24.6000003815,88.899017334,1.0869859457,48.2598304749
Nevada,CA,,,87,78510,61.0999984741,11.5,6.5999999046,3494,22.1000003815,36942,0.6999999881,34.9000015259,39.2000007629,25,97.2755050659,0.2292701602,56.2998352051
Orange,CA,4472,5945,3146,2410556,28.6000003815,5.4000000954,3.7999999523,5873,27.7999992371,51167,0,31.6000003815,43.9000015259,23.8999996185,78.5956878662,1.7705873251,40.3454208374
Placer,CA,6922,6920,133,172796,59.5999984741,7.1999998093,4.8000001907,5048,22.7000007629,42805,1,33.7000007629,41.9000015259,23.7999992371,93.722076416,0.5978147388,52.8750648499
Plumas,CA,,,8,19739,19.3999996185,11,5.9000000954,4878,15.1000003815,29967,0.5,37.5999984741,36.2000007629,25.6000003815,94.1790390015,0.7700491548,50.4027557373
Riverside,CA,4472,6780,179,1170413,94.3000030518,7.9000000954,5.3000001907,7993,14.6000003815,37694,0.400000006,38.5999984741,37.0999984741,23.7999992371,76.4488296509,5.4332103729,36.7626647949
Sacramento,CA,6922,6920,1132,1041219,39.5999984741,6.5,4.0999999046,7932,23,37841,0.3000000119,43.5999984741,35.4000015259,20.2000007629,75.1355895996,9.3283929825,43.5558700562
San Benito,CA,,,28,36697,53.5,6,3.9000000954,4132,14.3999996185,39637,4.5999999046,42,32.2999992371,25,69.8067932129,0.5559037328,34.7140083313
San Bernardino,CA,4472,6780,76,1418380,71.4000015259,5.3000001907,3.5,6491,14.8999996185,36977,0.1000000015,38.7000007629,37.2000007629,23,72.9936981201,8.1031885147,33.4233436584
San Diego,CA,7320,,619,2498016,39.7000007629,6.5,4.4000000954,6816,25.2999992371,39798,0.3000000119,37.2000007629,35.7000007629,26.2999992371,74.94972229,6.3773012161,39.4971847534
San Francisco,CA,7362,7360,15609,723959,7.4000000954,7.9000000954,6.5999999046,9639,35,40561,0,72.4000015259,17.7999992371,9,53.5642204285,10.9176073074,44.5062484741
San Joaquin,CA,8120,,360,480628,45.0999984741,6.5,4.5999999046,8393,13.1999998093,34701,2.2000000477,41.2999992371,37.7999992371,20.2000007629,73.4807357788,5.6372079849,32.085105896
San Luis Obispo,CA,7460,,67,217162,41.9000015259,8.3999996185,5.6999998093,3655,22.8999996185,37086,1.2999999523,38.4000015259,34.7999992371,26.1000003815,89.158782959,2.637201786,48.1755561829
San Mateo,CA,7362,7360,1477,649623,13,7.3000001907,5,4595,31.2999992371,53430,0,54,27.2000007629,18.2999992371,71.8701477051,5.431303978,42.5643806458
Santa Barbara,CA,7480,,137,369608,25.7000007629,6.9000000954,5.4000000954,4854,26.6000003815,41289,0.6000000238,42.5,35.2999992371,21.6000003815,77.2334442139,2.814332962,44.0347595215
Santa Clara,CA,7362,7400,1184,1497577,18,5.3000001907,3.4000000954,5037,32.5999984741,53670,0.1000000015,49.2000007629,28.3999996185,21.3999996185,68.9240036011,3.7534630299,40.2019386292
Santa Cruz,CA,7362,7485,518,229734,22.7999992371,6.0999999046,5.1999998093,5845,29.7000007629,43130,0.400000006,58.0999984741,21.8999996185,19,83.9444732666,1.1456727982,49.6191253662
Shasta,CA,6690,,42,147036,36.2999992371,8.6000003815,5.5,4888,13.6999998093,30332,0.8999999762,31.6000003815,41.2000007629,26.2999992371,93.8389205933,0.735194087,46.4913368225
Sierra,CA,,,3,3318,6.1999998093,10.1999998093,7.1999998093,3395,15.8999996185,29911,1.5,34.7999992371,36.9000015259,27.7000007629,95.6901779175,0.1808318198,56.5099449158
Siskiyou,CA,,,7,43531,11.5,9.8999996185,6.5999999046,3682,14.1999998093,26073,3.7000000477,39.9000015259,32.2000007629,26.8999996185,92.1297454834,1.587374568,47.5040779114
Solano,CA,7362,8720,437,340421,53.9000015259,5.1999998093,3,6261,18.7000007629,42392,0.6000000238,48.7000007629,29.3999996185,21.1000003815,66.7679138184,13.465385437,38.8081245422
Sonoma,CA,7362,7500,254,388222,33.7999992371,7.5,5.9000000954,4682,24.5,41961,1.7000000477,52.7999992371,24.1000003815,22.2000007629,90.5796203613,1.4288216829,50.9221534729
Stanislaus,CA,5170,,264,370522,48.5999984741,6.3000001907,4.5,6732,13,32923,3.2999999523,40.9000015259,36.9000015259,21.6000003815,80.2421951294,1.7407872677,34.5472068787
Sutter,CA,9340,,115,64415,33,7,4.8000001907,4885,15.3999996185,31842,4.5,30.5,50.0999984741,18.8999996185,76.8780593872,1.6160832644,40.1459274292
Tehama,CA,,,18,49625,33.5,10,6.8000001907,5038,10.1999998093,25946,5,35.7999992371,35.4000015259,28,91.8750610352,0.5158690214,42.275062561
Trinity,CA,,,4,13063,11.6999998093,9.8000001907,5.1999998093,3877,12.8999996185,25009,0.6999999881,32.5999984741,31.2999992371,34.7000007629,92.8806533813,0.405726105,46.1532554626
Tulare,CA,8780,,69,311921,34.7000007629,6.1999998093,4.5999999046,6121,11.8000001907,26697,3.7999999523,35.2000007629,45.7000007629,18.6000003815,65.6688690186,1.4805030823,28.3895606995
Tuolumne,CA,,,23,48456,49.5999984741,10.6000003815,5.9000000954,3364,14.6999998093,31464,0.200000003,38.0999984741,35.2999992371,26,90.3747711182,3.2008419037,49.896812439
Ventura,CA,4472,8735,372,669016,29.7000007629,5.5,3.9000000954,4427,23,50091,0.6000000238,37,35.5,26.7999992371,79.0961685181,2.336117506,40.0060691833
Yolo,CA,6922,9270,143,141092,27.7000007629,5.5999999046,4,7394,30.2999992371,36866,1.8999999762,53.2999992371,28.1000003815,17.7000007629,75.9171295166,2.2481784821,44.2519760132
Yuba,CA,9340,,97,58228,22.3999996185,6.5,4,5996,9.5,24364,2.2000000477,34.2000007629,43.4000015259,21.5,78.2115097046,4.18527174,29.0152511597
Adams,CO,2082,2080,236,265038,14.5,4.9000000954,2.7000000477,7129,13,34618,0.400000006,44,29.8999996185,25.6000003815,86.7075653076,3.332729578,38.8914031982
Alamosa,CO,,,19,13617,17.3999996185,4.9000000954,4.4000000954,5158,24.1000003815,23114,4.3000001907,41.7999992371,34,23.6000003815,82.3896636963,0.5067195296,33.9061470032
Arapahoe,CO,2082,2080,524,391511,43.5,4.8000001907,2.5999999046,6874,35.2000007629,44874,0.1000000015,36.2000007629,39.2999992371,24.1000003815,89.2220153809,5.9459376335,46.9808006287
Archuleta,CO,,,4,5345,58.5999984741,8.1999998093,3.4000000954,2829,19.7000007629,27359,3.7999999523,29.1000003815,44.0999984741,26.2999992371,87.2591171265,0.1309635192,52.684753418
Baca,CO,,,2,4556,-18.2999992371,11.6000003815,9,1500,13.6000003815,23054,11.1000003815,27.7000007629,47.2999992371,24.7000007629,94.8200149536,0.0219490789,57.5504837036
Bent,CO,,,3,5048,-16.1000003815,10.8000001907,8,1140,14.6000003815,22325,13.6999998093,43.5999984741,33.5999984741,22.3999996185,90.8874816895,0.6537242532,44.7107772827
Boulder,CO,2082,1125,321,225339,25.6000003815,4.3000001907,3.2999999523,6115,42.0999984741,43782,0.8000000119,50.9000015259,26.5,21.8999996185,93.2772369385,0.869356811,56.2579040527
Chaffee,CO,,,13,12684,-2.2000000477,9.6999998093,6.8000001907,3531,15.1999998093,25439,1,36.4000015259,38.5,24.7000007629,95.3957748413,1.5925575495,49.5269622803
Cheyenne,CO,,,1,2397,13.3000001907,7.8000001907,7.9000000954,1954,11.8999996185,30053,17.8999996185,24.7999992371,50.7000007629,24.1000003815,98.3729629517,0,50.563205719
Clear Creek,CO,,,20,7619,9.8999996185,4.5999999046,2.5999999046,5815,31.2000007629,41111,0.3000000119,39.0999984741,30.3999996185,29.2999992371,97.7031097412,0.2625016272,58.5378646851
Conejos,CO,,,6,7453,-4.9000000954,8,6,1257,10.6999998093,17155,6.5999999046,49.2000007629,33.5,16.7000007629,85.6970367432,0.1610089839,46.4913444519
Costilla,CO,,,3,3190,4.5999999046,9.6000003815,6.6999998093,1927,10.5,15127,7.9000000954,67.3000030518,20.8999996185,11.3999996185,83.5109710693,0.2507837117,54.9529762268
Crowley,CO,,,5,3946,31.3999996185,7.5999999046,7,99,8,18345,10,39.0999984741,41.2999992371,18.8999996185,87.734413147,6.6396350861,36.9488105774
Custer,CO,,,3,1926,40.0999984741,9.1999998093,5.5999999046,2584,19.2000007629,23919,7.5,24.8999996185,47.2999992371,26.7999992371,97.9231567383,0,71.3914871216
Delta,CO,,,19,20980,3.4000000954,12.3000001907,10.1000003815,2548,13.6000003815,22197,7.4000000954,32.5999984741,41.5,25,96.0152511597,0.2859866619,50.0190658569
Denver,CO,2082,2080,3156,467610,-1.7999999523,7.5999999046,6.1999998093,7814,29,32038,0,56,25.3999996185,17.1000003815,72.1109466553,12.8410425186,46.6027259827
Dolores,CO,,,1,1504,-16,8.5,6.0999999046,2726,9.8000001907,24671,9.6999998093,28.6000003815,37.2000007629,33.7000007629,96.0771255493,0,56.25
Douglas,CO,2082,2080,87,60391,191.3999938965,2.7999999523,1.2999999523,2827,40.7000007629,54244,1.2999999523,24.8999996185,46.4000015259,28.2999992371,97.1701049805,0.673941493,66.3343887329
Eagle,CO,,,15,21928,84.8000030518,2.2000000477,1,10358,33,41183,0.8999999762,35.5999984741,28.5,35.2000007629,91.5633010864,0.2097774595,49.5713233948
Elbert,CO,,,6,9646,58.2999992371,4.4000000954,3.2999999523,1861,19.7999992371,38193,9.6000003815,24.5,43.7000007629,31.1000003815,97.6466903687,0.4872485995,52.3014717102
El Paso,CO,1720,,198,397014,36.0999984741,5,3,6201,25.7999992371,33932,0.200000003,27.3999996185,51.5,20.5,85.9919281006,7.2020130157,42.1065750122
Fremont,CO,,,21,32273,14.1000003815,10.1000003815,8.6999998093,3688,11.8000001907,24350,2,35.4000015259,39.4000015259,24.5,94.6766662598,2.6275835037,46.8843917847
Garfield,CO,,,11,29974,38.7000007629,5.8000001907,4.1999998093,4283,21.6000003815,32377,2.2000000477,36.4000015259,31.5,31.5,97.2442779541,0.2735704184,46.6270751953
Gilpin,CO,,,21,3070,30.3999996185,4.5999999046,2.5999999046,4801,29.5,36218,0.200000003,41.2999992371,26.2999992371,31,97.491859436,0.4560260475,57.2964172363
Grand,CO,,,5,7966,13,5.0999999046,2.5,6761,30.2000007629,34072,1.3999999762,34.0999984741,35.7999992371,29.6000003815,97.4391174316,0.2008536309,61.7373847961
Gunnison,CO,,,3,10273,1.2999999523,3.7999999523,2.5999999046,8158,36.9000015259,29533,2.9000000954,41.5,28.8999996185,29,97.4301605225,0.6132580638,56.0595741272
Hinsdale,CO,,,0,467,22.2999992371,9,3.5999999046,2092,32,30125,2.7999999523,31.7000007629,39.5,28.6000003815,99.1434707642,0.214132756,101.927192688
Huerfano,CO,,,4,6009,-8.6000003815,11.1999998093,9.8000001907,2452,12.6000003815,18955,5.5999999046,52.9000015259,29.6000003815,16.6000003815,92.6776504517,0.4493260086,38.4922599792
Jackson,CO,,,1,1605,-11,5.6999998093,5,3222,15.3000001907,23239,13.3999996185,22.3999996185,43.7000007629,33.7000007629,92.2118377686,0,60.1869163513
Jefferson,CO,2082,2080,590,438430,22.5,5,3,5219,30.7000007629,44679,0.1000000015,36.2000007629,37.0999984741,26.2000007629,94.5514678955,0.7369477749,50.9096107483
Kiowa,CO,,,1,1688,-16.5,11.1000003815,8.5,868,9.1000003815,26779,12.5,28.2000007629,45.7999992371,25.8999996185,97.6303329468,0,61.0189590454
Kit Carson,CO,,,3,7140,-5.1999998093,8.8000001907,7.4000000954,3075,15.8000001907,27648,12.5,25.2999992371,49.2000007629,25.1000003815,95.1540603638,0.1260504276,51.2324943542
Lake,CO,,,16,6007,-30.2000007629,4.9000000954,3.2999999523,3135,16.2000007629,28950,0.200000003,48.7999992371,20.7000007629,29.5,91.27684021,0.2164141834,48.6598968506
La Plata,CO,,,20,32284,27.2000007629,6,4,5267,28.1000003815,30788,3.7000000477,37.9000015259,35.4000015259,26.2000007629,89.8959274292,0.2199231833,48.361415863
Larimer,CO,2670,,76,186136,32.7999992371,5.5,4.0999999046,4676,32.2999992371,36931,1.2000000477,38.4000015259,36.0999984741,25,94.5389404297,0.5984871387,53.5414962769
Las Animas,CO,,,3,13765,-8.8000001907,10.1000003815,9.6999998093,4359,12.6999998093,20844,4.8000001907,58.5999984741,26.5,14.5,86.6254959106,0.2470032722,47.7224845886
Lincoln,CO,,,2,4529,-1.8999999762,10.3999996185,9.1000003815,1594,12.8999996185,24173,18.7000007629,27.7999992371,46.7999992371,25.2000007629,98.1232070923,0.0883197188,50.9163169861
